sim10100,0,1
sim10100,3,2
sim10100,1,3
sim10100,6,4
sim10100,9,5
sim10100,2,6
sim10100,6,7
sim10100,10,8
sim10100,7,9
sim10100,11,10
sim10100,13,11
sim10100,8,12
sim10100,1,13
sim10200,0,1
sim10200,3,2
sim10200,1,3
sim10200,6,4
sim10200,9,5
sim10200,2,6
sim10200,6,7
sim10200,12,8
sim10200,7,9
sim10200,11,10
sim10200,13,11
sim10200,10,12
sim10200,1,13
sim10300,0,1
sim10300,1,2
sim10300,2,3
sim10300,2,4
sim10300,9,5
sim10300,4,6
sim10300,6,7
sim10300,12,8
sim10300,11,9
sim10300,7,10
sim10300,13,11
sim10300,10,12
sim10300,1,13
sim10400,0,1
sim10400,1,2
sim10400,2,3
sim10400,2,4
sim10400,9,5
sim10400,4,6
sim10400,6,7
sim10400,12,8
sim10400,11,9
sim10400,7,10
sim10400,13,11
sim10400,10,12
sim10400,1,13
sim10500,0,1
sim10500,1,2
sim10500,2,3
sim10500,2,4
sim10500,9,5
sim10500,4,6
sim10500,4,7
sim10500,12,8
sim10500,11,9
sim10500,7,10
sim10500,13,11
sim10500,10,12
sim10500,1,13
sim10600,0,1
sim10600,1,2
sim10600,2,3
sim10600,2,4
sim10600,9,5
sim10600,4,6
sim10600,4,7
sim10600,10,8
sim10600,11,9
sim10600,7,10
sim10600,13,11
sim10600,8,12
sim10600,1,13
sim10700,0,1
sim10700,1,2
sim10700,2,3
sim10700,1,4
sim10700,9,5
sim10700,4,6
sim10700,6,7
sim10700,10,8
sim10700,11,9
sim10700,7,10
sim10700,13,11
sim10700,8,12
sim10700,2,13
sim10800,0,1
sim10800,1,2
sim10800,2,3
sim10800,1,4
sim10800,9,5
sim10800,4,6
sim10800,6,7
sim10800,10,8
sim10800,11,9
sim10800,13,10
sim10800,7,11
sim10800,8,12
sim10800,2,13
sim10900,0,1
sim10900,1,2
sim10900,2,3
sim10900,1,4
sim10900,9,5
sim10900,4,6
sim10900,6,7
sim10900,10,8
sim10900,11,9
