# BEAST v1.8.4
# Generated Wed Jun 21 15:28:58 BST 2017 [seed=1498055321828]
state	posterior	prior	likelihood	treeModel.rootHeight	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	transmission_rate	trans_LL	period_LL	Case27_infection_date	Case28_infection_date	Case29_infection_date	Case30_infection_date	Case37_infection_date	Case38_infection_date	Case40_infection_date	Case47_infection_date	Case52_infection_date	Case54_infection_date	Case55_infection_date	Case68_infection_date	Case81_infection_date	Case27_infectious_date	Case28_infectious_date	Case29_infectious_date	Case30_infectious_date	Case37_infectious_date	Case38_infectious_date	Case40_infectious_date	Case47_infectious_date	Case52_infectious_date	Case54_infectious_date	Case55_infectious_date	Case68_infectious_date	Case81_infectious_date	Case27_latent_period	Case28_latent_period	Case29_latent_period	Case30_latent_period	Case37_latent_period	Case38_latent_period	Case40_latent_period	Case47_latent_period	Case52_latent_period	Case54_latent_period	Case55_latent_period	Case68_latent_period	Case81_latent_period	Case27_infectious_period	Case28_infectious_period	Case29_infectious_period	Case30_infectious_period	Case37_infectious_period	Case38_infectious_period	Case40_infectious_period	Case47_infectious_period	Case52_infectious_period	Case54_infectious_period	Case55_infectious_period	Case68_infectious_period	Case81_infectious_period	Case27_infected_period	Case28_infected_period	Case29_infected_period	Case30_infected_period	Case37_infected_period	Case38_infected_period	Case40_infected_period	Case47_infected_period	Case52_infected_period	Case54_infected_period	Case55_infected_period	Case68_infected_period	Case81_infected_period	infectious_period.mean	infectious_period.median	infectious_period.var	infectious_period.stdev	latent_period.mean	latent_period.median	latent_period.var	latent_period.stdev	infected_period.mean	infected_period.median	infected_period.var	infected_period.stdev	Case27_ibp	Case28_ibp	Case29_ibp	Case30_ibp	Case37_ibp	Case38_ibp	Case40_ibp	Case47_ibp	Case52_ibp	Case54_ibp	Case55_ibp	Case68_ibp	Case81_ibp	coal_LL_0	coal_LL_1	coal_LL_2	coal_LL_3	coal_LL_4	coal_LL_5	coal_LL_6	coal_LL_7	coal_LL_8	coal_LL_9	coal_LL_10	coal_LL_11	coal_LL_12	total_coal_LL	inf1dist_LL	FirstInfectionTime	IndexCaseIndex	lat1.latPeriod	logistic.ratio	logistic.t50	logistic.growthRate
5000	-2139.711347688597	-277.41380117965906	-1862.297546508938	2598.0872827763956	7.787629402152821	0.1231285950737656	0.40621598886561283	0.3298067100470419	0.14084870601357974	1.0E-7	1.0000000000000004E-7	-1862.297546508938	0.0	9.673136221592977E-4	-103.70580432043181	-112.71774095952173	-145.11998195743945	-135.80158921138718	-3.6563796466840586	-197.28774034925345	-24.15049802921544	56.1784055761235	342.0187240025353	336.7723240678082	415.4286064836732	878.4952257245263	286.59719584443616	828.9477394926834	210.71638865920417	-123.8825843032192	-114.56419155716694	17.581018007536187	-176.0503426950332	-2.913100374995196	77.41580323034376	363.25612165675557	358.0097217220284	436.6660041378934	899.7326233787466	307.83459349865643	850.1851371469036	231.95378631342442	21.237397654220246	21.237397654220246	21.237397654220246	21.237397654220246	21.237397654220246	21.237397654220253	21.237397654220274	21.237397654220217	21.237397654220217	21.237397654220217	21.237397654220274	21.237397654220217	21.237397654220246	129.3825843032192	115.06419155716694	81.91898199246381	443.55034269503324	739.4131003749952	784.0841967696563	600.2438783432444	886.4902782779716	1343.8339958621066	913.7673766212534	1530.6654065013436	1279.3148628530964	2169.5462136865754	150.61998195743945	136.30158921138718	103.15637964668406	464.78774034925345	760.6504980292154	805.3215944238765	621.4812759974648	907.7276759321918	1365.0713935163267	935.0047742754737	1551.902804155564	1300.5522605073165	2190.7836113407957	847.482723833702	784.0841967696563	377627.38889750506	614.5139452425022	21.237397654220242	21.237397654220246	3.9224591471912464E-28	1.9805199184030558E-14	868.7201214879223	805.3215944238765	377627.38889750506	614.5139452425022	0.029393926656747005	0.24889089547106324	0.006350519771048946	0.006681919095267164	0.10248870819383682	0.8257170876208589	0.9648449314707291	0.23772614721296514	0.002259360525765697	0.6687481143880856	0.31317294892297143	0.8683082030955137	0.01732230739347429	-1.5543136818612382	-5.061125762930963	-1.6168771744675325	-6.306562075500864	-5.466353726766414	-5.754272946051735	0.0	-7.413123772386761	-2.605511514957719	0.0	-4.367978584931848	0.0	-4.012242431374958	-44.15836167123003	0.0	-197.28774034925345	3	21.237397654220246	42.69167269174062	-3.2217854851299554	1.157836681069642
5100	-2134.4525704820344	-280.53200757009085	-1853.9205629119438	2598.0872827763956	7.787629402152821	0.1231285950737656	0.40621598886561283	0.3748561772553163	0.0957992388053053	1.0E-7	9.999999999999998E-8	-1853.9205629119438	0.0	4.752997828468474E-4	-103.79169403132137	-111.26268483562883	-173.26562272837214	-136.38992554603374	-62.94956244359781	-197.28774034925345	-21.09357517043817	-24.532513231962355	404.5114233921437	296.87520043961416	415.23469118278194	878.4952257245263	322.6868597790149	828.9477394926834	87.80247369167229	-152.26373076297858	-115.3880335806402	-41.94767047820427	-176.2858483838599	-0.09168320504462812	-3.5306212665688115	425.51331535753724	317.8770924050077	436.2365831481755	899.4971176899198	343.6887517444085	849.9496314580769	108.80436565706583	21.001891965393554	21.00189196539354	21.00189196539354	21.001891965393554	21.001891965393543	21.001891965393543	21.001891965393554	21.001891965393554	21.001891965393554	21.001891965393497	21.001891965393554	21.001891965393497	21.00189196539354	157.76373076297858	115.8880335806402	141.44767047820426	443.7858483838599	736.5916832050447	865.0306212665688	537.9866846424627	926.6229075949923	1344.2634168518246	914.0028823100802	1494.8112482555916	1279.550368541923	2292.695634342934	178.76562272837214	136.88992554603374	162.4495624435978	464.78774034925345	757.5935751704382	886.0325132319623	558.9885766078562	947.6247995603858	1365.265308817218	935.0047742754737	1515.8131402209851	1300.5522605073165	2313.6975263083277	865.4185177090081	865.0306212665688	394037.20589425723	627.7238293184809	21.00189196539354	21.001891965393543	4.056767773105798E-28	2.0141419446269914E-14	886.4204096744016	886.0325132319624	394037.20589425723	627.7238293184809	0.4746721468398388	0.8689759985191532	0.006350519771048946	0.006681919095267164	0.10248870819383682	0.8257170876208589	0.8760580109988354	0.27314472360621955	0.0056790668401526245	0.6687481143880856	0.023914558080256998	0.8683082030955137	0.5270046578710047	-5.047551332631315	-5.0475513338810245	-1.2600491524266388	-5.89052651175998	-1.8235540967159167	-6.146163622549132	0.0	-11.481397028881936	-2.1358535474761666	0.0	-3.6098498266730132	0.0	-5.740698514440972	-48.183194967436094	0.0	-197.28774034925345	3	21.001891965393543	84.23214611584783	-3.8188750771868474	1.157836681069642
5200	-2138.926194618643	-284.9251028857928	-1854.00109173285	2598.0872827763956	7.787629402152821	0.1231285950737656	0.40621598886561283	0.3748561772553163	0.0957992388053053	1.0E-7	1.0E-7	-1854.00109173285	0.0	6.73083672315211E-4	-104.86797952080717	-111.36319250034819	-153.83244523585628	-139.58685684476995	-91.21386330235259	-197.28774034925345	-21.09357517043817	-21.664539488556173	404.5114233921437	296.87520043961416	415.23469118278194	878.4952257245263	317.74333713661105	1233.101708216284	61.53559615287443	-130.73851524338005	-116.4929268522937	-68.11993330987634	-174.19381035677722	2.000354822038073	1.4293905039200716	427.60535338461995	319.9691304320904	438.3286211752582	901.5891557170025	340.8372671290873	1256.19563820876	84.62952614535068	23.093929992476234	23.093929992476248	23.093929992476248	23.093929992476234	23.093929992476244	23.093929992476244	23.093929992476262	23.093929992476262	23.093929992476262	23.093929992476205	23.093929992476262	23.093929992476205	23.093929992476248	136.23851524338005	116.9929268522937	167.61993330987633	441.69381035677725	734.499645177962	860.0706094960799	535.89464661538	924.5308695679096	1342.1713788247419	911.9108442829975	1497.6627328709128	873.3043617912399	2316.8704738546494	159.33244523585628	140.08685684476995	190.7138633023526	464.78774034925345	757.5935751704382	883.1645394885561	558.9885766078562	947.6247995603858	1365.265308817218	935.0047742754737	1520.756662863389	896.3982917837161	2339.9644038471256	835.3431344803231	860.0706094960799	384313.50879052904	619.9302451006315	23.093929992476244	23.093929992476248	3.7978595785717227E-28	1.9488097851180146E-14	858.4370644727994	883.1645394885562	384313.50879052904	619.9302451006315	0.4746721468398388	0.9140515066302304	0.006350519771048946	0.006681919095267164	0.10248870819383682	0.7177236944423547	0.8760580109988354	0.27314472360621955	0.0056790668401526245	0.6687481143880856	0.07202002123484696	0.8683082030955137	0.6570903478243916	-4.689205991212631	-5.094671099320827	-1.4341922413078123	-5.472390433892926	-2.1931337795497114	-5.787818279880774	0.0	-11.981101667869709	-3.123477484836819	0.0	-4.657958657387887	0.0	-5.605496723086823	-50.03944635834592	0.0	-197.28774034925345	3	23.093929992476244	29.43204680296618	-3.8188750771868474	0.8765714640798973
5300	-2135.492181457512	-282.0712134558112	-1853.4209680017009	2562.1376400770137	7.787629402152821	0.1231285950737656	0.3801408441736127	0.3748561772553163	0.12187438349730544	1.0E-7	1.0000000000000001E-7	-1853.4209680017009	0.0	6.73083672315211E-4	-103.23928259589532	-112.54310346002187	-124.08587449935509	-104.22704433426901	-91.25384417918234	-161.33809764987154	-21.09357517043817	50.77727337644859	510.5504444560661	25.315132346055826	442.85856409285805	898.0439565099871	439.7343742491066	838.8629761066115	306.90357664293316	-103.74678953062215	-83.88795936553609	-70.9147592104494	-140.99901268113862	-0.7544902017052451	71.11635834518151	530.889529424799	45.65421731478875	463.197649061591	918.38304147872	460.07345921783957	859.2020610753444	327.2426616116661	20.339084968732934	20.33908496873292	20.339084968732934	20.33908496873292	20.339084968732926	20.33908496873292	20.33908496873289	20.339084968732926	20.339084968732948	20.33908496873289	20.339084968732948	20.33908496873289	20.339084968732948	109.24678953062215	84.38795936553609	170.4147592104494	408.49901268113865	737.2544902017053	790.3836416548185	432.610470575201	1198.8457826852114	1317.302350938409	895.11695852128	1378.4265407821604	1270.2979389246557	2074.2573383883337	129.5858744993551	104.72704433426901	190.75384417918235	428.83809764987154	757.5935751704382	810.7227266235514	452.9495555439339	1219.1848676539444	1337.641435907142	915.4560434900129	1398.7656257508934	1290.6370238933887	2094.5964233570667	835.9264641122708	790.3836416548185	356361.048605267	596.9598383520176	20.339084968732923	20.339084968732926	4.343184963309119E-28	2.0840309410632845E-14	856.2655490810038	810.7227266235514	356361.048605267	596.9598383520176	0.15255628709206492	0.5644999273311144	0.006350519771048946	0.006681919095267164	0.10248870819383682	0.4087707251973842	0.8760580109988354	0.6104454778098168	0.0056790668401526245	0.6687481143880856	0.07202002123484696	0.8693722562889533	0.2221831227509441	-3.066737686256843	-4.913403112809533	-1.4750720785317526	-6.514889453648394	-1.5279238322082733	-5.724333329025868	0.0	-12.95137137101603	-3.881059336780069	0.0	-4.783576123146155	0.0	-5.3188682209177	-50.15723454434062	0.0	-161.33809764987154	3	20.339084968732926	55.00328612621173	-4.550735521705562	0.8765714640798973
5400	-2138.145674225825	-284.0043932761255	-1854.1412809496996	2581.4351594907594	9.05078096254606	0.1231285950737656	0.3801408441736127	0.3748561772553163	0.12187438349730544	1.0E-7	9.999999999999994E-8	-1854.1412809496996	0.0	5.795398443294668E-4	-101.62359981157152	-113.77197483054732	-112.92437768138501	-71.00628540673297	-91.18931962710921	-185.21320683788645	-21.09357517043817	-68.79926217185967	501.9775488842451	460.77066589424567	460.66692067894394	416.24463693202796	567.1092618480072	838.8629761066115	344.34989420819943	-92.31408360806793	-50.39599133341589	-70.57902555379214	-164.60291276456937	-0.4832810971210968	-48.18896809854259	522.5878429575622	481.3809599675627	481.277214752261	436.854931005345	587.7195559213243	859.4732701799286	364.9601882815165	20.61029407331708	20.61029407331708	20.61029407331708	20.61029407331708	20.610294073317075	20.61029407331708	20.610294073317107	20.61029407331705	20.61029407331705	20.61029407331705	20.61029407331705	20.61029407331705	20.61029407331705	97.81408360806793	50.89599133341589	170.07902555379212	432.1029127645694	736.9832810971211	909.6889680985425	440.9121570424378	763.1190400324373	1299.222785247739	1376.645068994655	1250.7804440786758	1270.0267298200715	2036.5398117184836	118.42437768138501	71.50628540673297	190.6893196271092	452.71320683788645	757.5935751704382	930.2992621718596	461.5224511157549	783.7293341057543	1319.8330793210562	1397.2553630679722	1271.390738151993	1290.6370238933887	2057.150105791801	833.4469461069237	763.1190400324373	354419.6940253982	595.3315832587737	20.610294073317068	20.610294073317075	3.3625701765113075E-28	1.8337312170848016E-14	854.0572401802408	783.7293341057543	354419.69402539806	595.3315832587735	0.06779995517953197	0.3668674673101211	0.006350519771048946	0.15926824490423686	0.10248870819383682	0.4087707251973842	0.007434658879748701	0.7542761935708806	0.977148705334829	0.46685515906788577	0.9519993015988674	0.8693722562889533	0.04134003869263436	-2.1640236697384907	-4.63585738024242	-0.7161030853319801	-10.07404418007578	-10.36781185099381	-6.176024644842009	-1.7159824887589892	-6.102194449036475	0.0	-4.634680120810906	0.0	0.0	-5.483086237487399	-52.06980810731826	0.0	-185.21320683788645	3	20.610294073317075	55.5636533676839	-5.051174549979149	0.7917699006979178
5500	-2136.8541335690334	-282.9820989076205	-1853.872034661413	2538.983250385007	9.05078096254606	0.1231285950737656	0.3801408441736127	0.3748561772553163	0.12187438349730544	1.0E-7	1.0000000000000002E-7	-1853.872034661413	0.0	4.996401186377039E-4	-103.01074262151127	-113.51322101489556	-121.66322839850683	-98.60758157450395	-91.10280056489547	-142.76129773213415	-13.457978113708428	-68.85658133382864	501.9775488842451	740.2290538502394	286.3313007077874	250.92955835147575	210.8552342395476	928.3106495673472	343.46189856201147	-101.05293432518975	-77.99728750118688	-70.4925064915784	-122.15100365881707	7.1523159596086465	-48.246287260511565	522.5878429575622	760.8393479235565	306.94159478110447	271.5398524247928	231.46552831286468	948.9209436406643	364.0721926353285	20.61029407331708	20.61029407331708	20.61029407331708	20.61029407331708	20.610294073317075	20.61029407331708	20.610294073317107	20.61029407331705	20.61029407331705	20.61029407331705	20.61029407331708	20.61029407331705	20.61029407331705	106.55293432518975	78.49728750118688	169.9925064915784	389.6510036588171	729.3476840403913	909.7462872605115	440.9121570424378	483.6606520764435	1473.5584052188956	1541.9601475752072	1607.0344716871352	1180.5790563593357	2037.4278073646715	127.16322839850683	99.10758157450395	190.6028005648955	410.26129773213415	749.9579781137084	930.3565813338286	461.5224511157549	504.27094614976056	1494.1686992922128	1562.5704416485241	1627.6447657604524	1201.1893504326526	2058.0381014379886	857.609261584754	729.3476840403913	425099.58888917667	651.9966172375258	20.610294073317068	20.61029407331708	3.168389030610751E-28	1.779996918708218E-14	878.219555658071	749.9579781137085	425099.58888917667	651.9966172375258	0.6257986208480786	0.6441482451603456	0.006350519771048946	0.15926824490423686	0.4917454028819932	0.4087707251973842	0.007434658879748701	0.031329636664606086	0.977148705334829	0.019927139539293037	0.07517262564391125	0.8693722562889533	0.04347010319484779	-4.092864590398925	-4.786011846139509	-1.151246255016055	-7.725565550576725	-5.479118154529331	-6.038677546963434	-3.2765981520054623	-5.437432673517733	0.0	-1.4719373104827937	-4.0928359786522535	0.0	-5.191465362715412	-48.743753420997635	0.0	-142.76129773213415	3	20.610294073317075	19.514427477025976	-3.686109170352494	0.7917699006979178
5600	-2140.4500489871953	-287.5131538278879	-1852.9368951593071	2538.983250385007	5.07856134587291	0.1231285950737656	0.3801408441736127	0.3748561772553163	0.12187438349730544	1.0E-7	1.0000000000000004E-7	-1852.9368951593071	0.0	0.0011273168682189713	-103.83036139282093	-113.27148879067448	-121.31617781801016	-95.74601259634458	-91.85037269502847	-142.76129773213415	-38.25714362941031	-6.612052110806147	462.1118126587127	588.2905957663538	286.3313007077874	247.32338344168517	43.49105902944331	925.4796453176148	276.14618955698484	-100.70588374469308	-75.1357185230275	-71.24007862171139	-122.15100365881707	-17.646849556093233	13.998241962510928	482.7221067320298	608.9008898396709	306.94159478110447	267.9336775150022	64.10135310276038	946.0899393909318	296.7564836303019	20.61029407331708	20.61029407331708	20.61029407331708	20.61029407331708	20.610294073317075	20.610294073317075	20.61029407331705	20.61029407331705	20.61029407331705	20.61029407331705	20.61029407331707	20.61029407331705	20.61029407331705	106.20588374469308	75.6357185230275	170.7400786217114	389.6510036588171	754.1468495560932	847.501758037489	480.7778932679702	635.5991101603291	1473.5584052188956	1545.5663224849977	1774.3986468972396	1183.4100606090683	2104.743516369698	126.81617781801016	96.24601259634458	191.35037269502848	410.26129773213415	774.7571436294103	868.1120521108061	501.3881873412873	656.2094042336462	1494.1686992922128	1566.176616558315	1795.0089409705568	1204.0203546823855	2125.3538104430154	887.8411728576946	754.1468495560932	450979.1955081637	671.5498458849974	20.610294073317064	20.61029407331707	1.914302463336322E-28	1.3835831971140449E-14	908.4514669310117	774.7571436294103	450979.1955081639	671.5498458849975	0.6257986208480786	0.26020849115455646	0.006350519771048946	0.15926824490423686	0.4917454028819932	0.4087707251973842	0.3121039063844062	0.603865929212236	0.977148705334829	0.019927139539293037	0.07517262564391125	0.8531140325689047	0.2996635830867427	-4.497629800229568	-4.497620017380626	-0.7214108116365097	-9.359571274347815	-4.497629800515028	-5.883924161634916	-5.1907769810749755	-5.883924161634916	0.0	-3.993170941665859	-4.690160833224361	0.0	-5.596242089183136	-54.81206087252771	0.0	-142.76129773213415	3	20.610294073317075	44.929114908950496	-3.668679192597817	1.0310460826495236
5700	-2142.087910713401	-288.49910414274643	-1853.5888065706547	2543.803994785161	5.07856134587291	0.1231285950737656	0.3801408441736127	0.3748561772553163	0.12187438349730544	1.0E-7	1.0000000000000002E-7	-1853.5888065706547	0.0	3.1878092932747837E-4	-104.70164142983054	-113.0238287088301	-120.52291768854381	-96.29568555379676	-91.97376964074601	-147.58204213228828	-54.20575731912116	18.500884407621236	461.7443821647025	557.1904324902985	390.6442333890294	503.829060107176	33.664094611918216	790.2283324944963	182.67338664006843	-102.44585153180957	-78.21861939706251	-73.89670348401177	-129.50497597555403	-36.128691162386914	36.577950564355476	479.8214483214367	575.2674986470327	408.72129954576366	521.9061262639102	51.74116076865246	808.3053986512305	200.75045279680268	18.077066156734247	18.077066156734247	18.077066156734247	18.077066156734247	18.077066156734247	18.07706615673424	18.077066156734247	18.07706615673419	18.077066156734247	18.07706615673419	18.077066156734247	18.07706615673419	18.077066156734247	107.94585153180957	78.71861939706251	173.39670348401177	397.00497597555403	772.6286911623869	824.9220494356446	483.6785516785633	669.2325013529673	1371.7787004542363	1291.5938737360898	1786.7588392313476	1321.1946013487695	2200.7495472031974	126.02291768854381	96.79568555379676	191.473769640746	415.0820421322883	790.7057573191212	842.9991155923788	501.7556178352975	687.3095675097015	1389.8557666109705	1309.670939892824	1804.8359053880818	1339.2716675055037	2218.826613359932	883.0464235378186	772.6286911623869	446593.8726432137	668.276793434587	18.077066156734233	18.077066156734247	6.097287981277483E-28	2.4692687138660068E-14	901.1234896945527	790.7057573191212	446593.8726432138	668.276793434587	0.49066842739112115	0.36226325703770246	0.006350519771048946	0.15926824490423686	0.5776351441917845	0.38888791360889197	0.06718307818158098	0.02768238471529494	0.078789758078464	0.9396069706281862	0.04371132806788203	0.8531140325689047	0.5691364421352296	-3.786301124242577	-4.067505376891759	-1.514023216655339	-9.244732320986671	-4.760652546401481	-6.013415526011983	-4.7064138393300965	-4.236098735129218	-5.1661176656205186	0.0	-5.053973477530604	0.0	-5.8592648461848285	-54.408498674985076	0.0	-147.58204213228828	3	18.077066156734244	44.929114908950496	-3.668679192597817	1.0310460826495236
5800	-2135.5837390919573	-281.8254094192991	-1853.7583296726582	2587.673900463828	5.07856134587291	0.1231285950737656	0.3801408441736127	0.3748561772553163	0.12187438349730544	1.0E-7	1.0E-7	-1853.7583296726582	0.0	4.492542304959938E-4	-102.69703065522988	-111.94151452284574	-209.51703895469518	-97.19899112286828	-42.82610458173859	-186.11499918393503	-69.27961268145171	30.90587846706832	375.50377245709734	417.4073325198841	390.6442333890294	503.829060107176	18.65630652202435	689.20581730607	172.95092429342571	-191.43997279796093	-79.12192496613403	-24.749038425004347	-168.03793302720078	-51.20254652471746	48.98294462380257	393.5808386138316	435.48439867661835	408.72129954576366	521.9061262639102	36.7333726787586	707.2828834628042	191.02799045015996	18.077066156734247	18.077066156734247	18.077066156734244	18.077066156734247	18.077066156734247	18.077066156734247	18.077066156734247	18.077066156734247	18.077066156734247	18.07706615673419	18.077066156734247	18.07706615673419	18.077066156734247	196.93997279796093	79.62192496613403	124.24903842500434	435.5379330272008	787.7025465247175	812.5170553761974	569.9191613861684	809.0156013233816	1371.7787004542363	1291.5938737360898	1801.7666273212415	1422.2171165371958	2210.47200954984	215.01703895469518	97.69899112286828	142.32610458173858	453.614999183935	805.7796126814517	830.5941215329317	587.9962275429027	827.0926674801158	1389.8557666109705	1309.670939892824	1819.8436934779756	1440.29418269393	2228.5490757065745	916.4101201096437	809.0156013233816	441497.8683948768	664.4530595872644	18.077066156734237	18.077066156734247	4.514711642187944E-28	2.124785081411281E-14	934.487186266378	827.0926674801159	441497.86839487683	664.4530595872644	0.7614379496955777	0.5610674730634051	0.006350519771048946	0.991792975103513	0.7655537441645415	0.1707260910181112	0.06718307818158098	0.36463131110723146	0.078789758078464	0.9396069706281862	0.38120969814254924	0.8531140325689047	0.6303585725318371	-9.388620233116171	-4.145003973600637	-1.3808793161011792	-4.83815115418831	-2.8412779787957874	-5.936763401049596	-0.5218364759666727	-5.75444188511797	-5.243616262291745	0.0	-5.24361626229647	0.0	-5.53129833474825	-50.82550527727279	0.0	-209.51703895469518	0	18.077066156734244	48.54953515971103	-3.745489244475712	1.0310460826495236
5900	-2130.4554532700968	-276.4933461894407	-1853.9621070806563	2564.8359888649525	5.07856134587291	0.1231285950737656	0.3801408441736127	0.3748561772553163	0.12187438349730544	1.0E-7	1.0E-7	-1853.9621070806563	0.0	4.492542304959938E-4	-101.9434974264481	-112.47593416363125	-166.43088927202825	-109.03537338394628	-42.91042847776147	-142.20569645745093	-79.73949252272271	1.2452821165622368	398.5710490863047	425.7899850192369	134.60061376219747	246.02538327404747	38.92043573086042	689.20581730607	245.01476807191642	-147.0785683386697	-89.68305245058771	-23.5581075444029	-122.85337552409236	-60.387171589364144	20.597603049920806	417.92337001966325	445.14230595259545	153.95293469555605	265.37770420740605	58.27275666421899	708.5581382394286	264.367089005275	19.352320933358556	19.35232093335857	19.35232093335857	19.35232093335857	19.35232093335857	19.35232093335857	19.352320933358556	19.352320933358556	19.352320933358584	19.352320933358584	19.35232093335857	19.352320933358556	19.352320933358556	152.5785683386697	90.18305245058771	123.0581075444029	390.35337552409237	796.8871715893641	840.9023969500792	545.5766299803367	799.3576940474045	1626.547065304444	1548.1222957925938	1780.227243335781	1420.9418617605716	2137.132910994725	171.93088927202825	109.53537338394628	142.41042847776146	409.7056964574509	816.2394925227227	860.2547178834377	564.9289509136953	818.710014980763	1645.8993862378027	1567.4746167259525	1799.5795642691396	1440.29418269393	2156.4852319280835	942.4514133548503	799.3576940474045	477406.1725701114	690.9458535732821	19.352320933358566	19.35232093335857	1.0615235975897103E-28	1.0303026728052831E-14	961.8037342882087	818.7100149807632	477406.1725701114	690.9458535732821	0.08649668023586476	0.45203259137093943	0.006350519771048946	0.5221138658499646	0.0024600365495675014	0.09158466976442448	0.06718307818158098	0.36463131110723146	0.078789758078464	0.9396069706281862	0.11356504897708508	0.8531140325689047	0.43566338192081056	-7.774587548590539	-4.2562840707199	-1.581108582603946	-4.308824400124244	-1.2096974710186998	-5.14294294102276	-0.7259836895267142	-5.7438230178728205	-5.09235671384134	0.0	-5.526321155923696	0.0	-5.338443909956901	-46.70037350120156	0.0	-166.43088927202825	0	19.35232093335857	41.6925019484765	-4.400991479538097	0.8420929386928556
6000	-2125.9865227907453	-271.03765784046027	-1854.948864950285	2583.429898640918	1.3601384847080562	0.1231285950737656	0.3801408441736127	0.3748561772553163	0.12187438349730544	1.0E-7	9.999999999999997E-8	-1854.948864950285	0.0	8.680451759660481E-4	-100.8912398234774	-111.95915939622668	-185.02479904799384	-110.8545208744413	-43.144894397651115	-149.5953614242866	-74.499534582975	-52.20187663365928	398.5710490863047	425.7899850192369	89.08363339913336	246.02538327404747	216.5418037349885	689.20581730607	377.01422845469625	-165.67247811463528	-91.50219994108274	-23.792573464292545	-130.24304049092802	-55.14721364961643	-32.84955570030071	417.92337001966325	445.14230595259545	108.43595433249193	265.37770420740605	235.89412466834705	708.5581382394286	396.3665493880548	19.352320933358556	19.35232093335857	19.35232093335857	19.352320933358584	19.35232093335857	19.35232093335857	19.352320933358556	19.352320933358556	19.35232093335857	19.352320933358584	19.352320933358556	19.352320933358556	19.352320933358556	171.17247811463528	92.00219994108274	123.29257346429254	397.743040490928	791.6472136496164	894.3495557003007	545.5766299803367	799.3576940474045	1672.064045667508	1548.1222957925938	1602.605875331653	1420.9418617605716	2005.1334506119451	190.52479904799384	111.3545208744413	142.64489439765111	417.0953614242866	810.999534582975	913.7018766336593	564.9289509136953	818.710014980763	1691.4163666008667	1567.4746167259525	1621.9581962650113	1440.29418269393	2024.4857715453036	928.000685734836	799.3576940474045	431617.6515753599	656.9761423182428	19.352320933358566	19.35232093335857	1.139196055949933E-28	1.0673312775094399E-14	947.3530066681946	818.7100149807632	431617.65157536004	656.9761423182429	0.08649668023586476	0.45203259137093943	0.006336205740077205	0.5221138658499646	0.0024600365495675014	0.09158466976442448	0.06718307818158098	0.36463131110723146	0.29952829295896755	0.9396069706281862	0.338937538771962	0.8531140325689047	0.44438588422999836	-9.039614376547519	-2.5083463196432234	-1.7887102461406315	-4.7402640539811784	-0.4260507613551425	-3.510056537371412	-0.5068746706264733	-5.838770698273862	-5.433411234543911	0.0	-5.433411234543911	0.0	-4.51711543438384	-43.7426255674111	0.0	-185.02479904799384	0	19.35232093335857	64.1844432565507	-4.836799209592459	0.8571904559581824
6100	-2133.2112270057014	-279.84728889162477	-1853.3639381140767	2583.429898640918	3.645618351258144	0.1231285950737656	0.3801408441736127	0.3748561772553163	0.12187438349730544	1.0E-7	1.0E-7	-1853.3639381140767	0.0	9.93361360379968E-4	-101.61581198597737	-112.86997866987754	-185.02479904799384	-58.23905291076865	-154.97131576498882	-149.5953614242866	-77.44263134261963	-66.80373969242241	388.66316066114337	424.51860177925977	235.67416588589384	-32.94482125366994	-32.81188296721635	689.20581730607	252.39400129253252	-164.99964204219168	-38.21389590496648	-134.94615875918663	-129.57020441848442	-57.41747433681746	-46.77858268662024	408.6883176669455	444.5437587850619	255.699322891696	-12.919664247867772	-12.786725961414177	709.2309743118722	272.4191582983347	20.025157005802157	20.02515700580217	20.025157005802185	20.025157005802185	20.02515700580217	20.02515700580217	20.025157005802157	20.025157005802157	20.025157005802157	20.02515700580217	20.02515700580217	20.025157005802157	20.025157005802185	170.49964204219168	38.71389590496648	234.44615875918663	397.0702044184844	793.9174743368175	908.2785826866202	554.8116823330545	799.956241214938	1524.800677108304	1826.4196642478678	1851.2867259614143	1420.2690256881278	2129.080841701665	190.52479904799384	58.73905291076865	254.47131576498882	417.0953614242866	813.9426313426196	928.3037396924224	574.8368393388566	819.9813982207402	1544.825834114106	1846.44482125367	1871.3118829672164	1440.29418269393	2149.1059987074673	973.0423704925876	799.956241214938	497992.3694296304	705.685744102593	20.025157005802168	20.02515700580217	1.2945409726703785E-28	1.1377789647688071E-14	993.0675274983897	819.9813982207402	497992.3694296304	705.685744102593	0.08649668023586476	0.5368197056523648	0.006336205740077205	0.5221138658499646	0.0024600365495675014	0.1604402631641506	0.06718307818158098	0.3213842094442141	0.8891139250683064	0.6311729596589731	0.841468431244642	0.8531140325689047	0.40220932963196676	-7.752862693157034	0.0	-1.975547687410561	-10.200530880662548	-1.303642010738919	-4.203618708222507	-1.488068865174263	-5.707671648405636	0.0	-5.7084631071072565	-5.7084631071072565	0.0	-5.120676442205138	-49.16954515019112	0.0	-185.02479904799384	0	20.02515700580217	18.99219505331141	-4.836799209592459	0.597489771744133
