sim10100,17,1
sim10100,49,2
sim10100,27,3
sim10100,67,4
sim10100,48,5
sim10100,11,6
sim10100,37,7
sim10100,15,8
sim10100,8,9
sim10100,6,10
sim10100,12,11
sim10100,15,12
sim10100,10,13
sim10100,9,14
sim10100,0,15
sim10100,13,16
sim10100,16,17
sim10100,1,18
sim10100,20,19
sim10100,18,20
sim10100,14,21
sim10100,3,22
sim10100,17,23
sim10100,13,24
sim10100,3,25
sim10100,32,26
sim10100,19,27
sim10100,33,28
sim10100,26,29
sim10100,59,30
sim10100,25,31
sim10100,27,32
sim10100,32,33
sim10100,31,34
sim10100,38,35
sim10100,25,36
sim10100,33,37
sim10100,37,38
sim10100,40,39
sim10100,34,40
sim10100,43,41
sim10100,41,42
sim10100,38,43
sim10100,43,44
sim10100,44,45
sim10100,45,46
sim10100,75,47
sim10100,50,48
sim10100,78,49
sim10100,49,50
sim10100,5,51
sim10100,5,52
sim10100,52,53
sim10100,58,54
sim10100,70,55
sim10100,53,56
sim10100,55,57
sim10100,4,58
sim10100,29,59
sim10100,64,60
sim10100,26,61
sim10100,47,62
sim10100,62,63
sim10100,62,64
sim10100,60,65
sim10100,68,66
sim10100,66,67
sim10100,65,68
sim10100,54,69
sim10100,72,70
sim10100,86,71
sim10100,73,72
sim10100,54,73
sim10100,86,74
sim10100,46,75
sim10100,63,76
sim10100,56,77
sim10100,67,78
sim10100,71,79
sim10100,79,80
sim10100,83,81
sim10100,81,82
sim10100,80,83
sim10100,82,84
sim10100,84,85
sim10100,57,86
sim10200,17,1
sim10200,49,2
sim10200,27,3
sim10200,67,4
sim10200,48,5
sim10200,11,6
sim10200,37,7
sim10200,15,8
sim10200,8,9
sim10200,6,10
sim10200,12,11
sim10200,15,12
sim10200,10,13
sim10200,9,14
sim10200,0,15
sim10200,13,16
sim10200,16,17
sim10200,1,18
sim10200,20,19
sim10200,18,20
sim10200,14,21
sim10200,3,22
sim10200,17,23
sim10200,13,24
sim10200,3,25
sim10200,32,26
sim10200,19,27
sim10200,33,28
sim10200,26,29
sim10200,59,30
sim10200,25,31
sim10200,27,32
sim10200,32,33
sim10200,31,34
sim10200,38,35
sim10200,25,36
sim10200,33,37
sim10200,37,38
sim10200,40,39
sim10200,34,40
sim10200,42,41
sim10200,43,42
sim10200,38,43
sim10200,43,44
sim10200,44,45
sim10200,45,46
sim10200,75,47
sim10200,50,48
sim10200,78,49
sim10200,49,50
sim10200,5,51
sim10200,5,52
sim10200,52,53
sim10200,58,54
sim10200,70,55
sim10200,53,56
sim10200,55,57
sim10200,4,58
sim10200,29,59
sim10200,64,60
sim10200,26,61
sim10200,47,62
sim10200,62,63
sim10200,62,64
sim10200,60,65
sim10200,68,66
sim10200,66,67
sim10200,65,68
sim10200,54,69
sim10200,72,70
sim10200,86,71
sim10200,73,72
sim10200,54,73
sim10200,86,74
sim10200,46,75
sim10200,63,76
sim10200,56,77
sim10200,67,78
sim10200,71,79
sim10200,79,80
sim10200,83,81
sim10200,81,82
sim10200,80,83
sim10200,82,84
sim10200,84,85
sim10200,57,86
sim10300,17,1
sim10300,49,2
sim10300,27,3
sim10300,67,4
sim10300,48,5
sim10300,11,6
sim10300,37,7
sim10300,15,8
sim10300,8,9
sim10300,6,10
sim10300,12,11
sim10300,15,12
sim10300,10,13
sim10300,9,14
sim10300,0,15
sim10300,13,16
sim10300,16,17
sim10300,1,18
sim10300,20,19
sim10300,18,20
sim10300,14,21
sim10300,3,22
sim10300,17,23
sim10300,13,24
sim10300,3,25
sim10300,3,26
sim10300,19,27
sim10300,33,28
sim10300,26,29
sim10300,59,30
sim10300,25,31
sim10300,27,32
sim10300,32,33
sim10300,31,34
sim10300,38,35
sim10300,25,36
sim10300,33,37
sim10300,37,38
sim10300,40,39
sim10300,34,40
sim10300,42,41
sim10300,43,42
sim10300,38,43
sim10300,43,44
sim10300,44,45
sim10300,45,46
sim10300,46,47
sim10300,49,48
sim10300,78,49
sim10300,49,50
sim10300,5,51
sim10300,5,52
sim10300,52,53
sim10300,58,54
sim10300,70,55
sim10300,53,56
sim10300,55,57
sim10300,4,58
sim10300,29,59
sim10300,64,60
sim10300,26,61
sim10300,47,62
sim10300,62,63
sim10300,62,64
sim10300,60,65
sim10300,68,66
sim10300,66,67
sim10300,65,68
sim10300,54,69
sim10300,72,70
sim10300,86,71
sim10300,73,72
sim10300,54,73
sim10300,86,74
sim10300,47,75
sim10300,63,76
sim10300,56,77
sim10300,67,78
sim10300,71,79
sim10300,79,80
sim10300,83,81
sim10300,81,82
sim10300,80,83
sim10300,82,84
sim10300,84,85
sim10300,57,86
sim10400,17,1
sim10400,49,2
sim10400,27,3
sim10400,67,4
sim10400,48,5
sim10400,13,6
sim10400,37,7
sim10400,15,8
sim10400,8,9
sim10400,13,10
sim10400,12,11
sim10400,15,12
sim10400,11,13
sim10400,9,14
sim10400,0,15
sim10400,13,16
sim10400,16,17
sim10400,1,18
sim10400,20,19
sim10400,18,20
sim10400,14,21
sim10400,3,22
sim10400,17,23
sim10400,13,24
sim10400,3,25
sim10400,3,26
sim10400,19,27
sim10400,33,28
sim10400,26,29
sim10400,59,30
sim10400,25,31
sim10400,27,32
sim10400,32,33
sim10400,31,34
sim10400,38,35
sim10400,25,36
sim10400,33,37
sim10400,37,38
sim10400,40,39
sim10400,34,40
sim10400,42,41
sim10400,43,42
sim10400,38,43
sim10400,43,44
sim10400,44,45
sim10400,45,46
sim10400,46,47
sim10400,49,48
sim10400,78,49
sim10400,49,50
sim10400,5,51
sim10400,5,52
sim10400,52,53
sim10400,69,54
sim10400,70,55
sim10400,53,56
sim10400,55,57
sim10400,4,58
sim10400,29,59
sim10400,64,60
sim10400,26,61
sim10400,47,62
sim10400,62,63
sim10400,62,64
sim10400,60,65
sim10400,68,66
sim10400,66,67
sim10400,65,68
sim10400,58,69
sim10400,72,70
sim10400,86,71
sim10400,73,72
sim10400,54,73
sim10400,57,74
sim10400,47,75
sim10400,63,76
sim10400,56,77
sim10400,67,78
sim10400,71,79
sim10400,79,80
sim10400,83,81
sim10400,81,82
sim10400,80,83
sim10400,82,84
sim10400,84,85
sim10400,74,86
sim10500,17,1
sim10500,49,2
sim10500,27,3
sim10500,67,4
sim10500,48,5
sim10500,13,6
sim10500,37,7
sim10500,15,8
sim10500,8,9
sim10500,13,10
sim10500,12,11
sim10500,15,12
sim10500,11,13
sim10500,9,14
sim10500,0,15
sim10500,13,16
sim10500,16,17
sim10500,1,18
sim10500,20,19
sim10500,18,20
sim10500,14,21
sim10500,3,22
sim10500,17,23
sim10500,13,24
sim10500,3,25
sim10500,3,26
sim10500,19,27
sim10500,33,28
sim10500,26,29
sim10500,59,30
sim10500,25,31
sim10500,27,32
sim10500,32,33
sim10500,31,34
sim10500,38,35
sim10500,25,36
sim10500,33,37
sim10500,37,38
sim10500,40,39
sim10500,34,40
sim10500,42,41
sim10500,43,42
sim10500,38,43
sim10500,43,44
sim10500,44,45
sim10500,45,46
sim10500,46,47
sim10500,49,48
sim10500,78,49
sim10500,49,50
sim10500,5,51
sim10500,5,52
sim10500,52,53
sim10500,69,54
sim10500,70,55
sim10500,53,56
sim10500,55,57
sim10500,4,58
sim10500,29,59
sim10500,64,60
sim10500,26,61
sim10500,47,62
sim10500,62,63
sim10500,62,64
sim10500,60,65
sim10500,68,66
sim10500,66,67
sim10500,65,68
sim10500,58,69
sim10500,72,70
sim10500,86,71
sim10500,73,72
sim10500,54,73
sim10500,57,74
sim10500,47,75
sim10500,63,76
sim10500,56,77
sim10500,67,78
sim10500,71,79
sim10500,79,80
sim10500,83,81
sim10500,81,82
sim10500,80,83
sim10500,82,84
sim10500,84,85
sim10500,74,86
sim10600,17,1
sim10600,49,2
sim10600,27,3
sim10600,67,4
sim10600,48,5
sim10600,13,6
sim10600,37,7
sim10600,15,8
sim10600,8,9
sim10600,13,10
sim10600,12,11
sim10600,15,12
sim10600,11,13
sim10600,9,14
sim10600,0,15
sim10600,13,16
sim10600,16,17
sim10600,1,18
sim10600,20,19
sim10600,18,20
sim10600,14,21
sim10600,3,22
sim10600,17,23
sim10600,13,24
sim10600,3,25
sim10600,3,26
sim10600,19,27
sim10600,33,28
sim10600,26,29
sim10600,59,30
sim10600,25,31
sim10600,27,32
sim10600,32,33
sim10600,31,34
sim10600,38,35
sim10600,25,36
sim10600,33,37
sim10600,37,38
sim10600,40,39
sim10600,36,40
sim10600,44,41
sim10600,41,42
sim10600,44,43
sim10600,38,44
sim10600,44,45
sim10600,45,46
sim10600,46,47
sim10600,49,48
sim10600,78,49
sim10600,49,50
sim10600,5,51
sim10600,5,52
sim10600,52,53
sim10600,69,54
sim10600,70,55
sim10600,53,56
sim10600,55,57
sim10600,4,58
sim10600,29,59
sim10600,64,60
sim10600,26,61
sim10600,47,62
sim10600,62,63
sim10600,62,64
sim10600,60,65
sim10600,68,66
sim10600,66,67
sim10600,65,68
sim10600,58,69
sim10600,72,70
sim10600,86,71
sim10600,73,72
sim10600,54,73
sim10600,57,74
sim10600,47,75
sim10600,63,76
sim10600,56,77
sim10600,67,78
sim10600,71,79
sim10600,79,80
sim10600,83,81
sim10600,81,82
sim10600,80,83
sim10600,82,84
sim10600,84,85
sim10600,74,86
sim10700,17,1
sim10700,49,2
sim10700,27,3
sim10700,67,4
sim10700,49,5
sim10700,13,6
sim10700,37,7
sim10700,15,8
